hall_id,hall_name,aspect,cross_score,text
1008,삼성 노블발렌티,guest_flow,0.9826,단독홀로 하객 동선이 단순하고 편리함
1154,강서 루이비스컨벤션,hall_vibe,0.9747,"밝은 단독 홀, 동선이 깔끔함"
1054,강서 루이비스,guest_flow,0.9409,하객 이동이 편리함
1186,상동 라비에벨 오페라홀,guest_flow,0.9037,"단독 홀로 하객 섞일 걱정 없음, 이동 동선 편리"
1084,부천 라비에벨 웨딩,guest_flow,0.8847,단독홀로 하객 동선이 복잡하지 않음
1168,문래 규수당,guest_flow,0.8748,동선이 매우 좋음
1130,셀럽앤어셈,guest_flow,0.8505,"하객 동선이 매끄럽고, 입구에서 홀까지 이동이 쉬움"
1134,용인 ict밸리컨벤션,guest_flow,0.8416,동선이 좋은 편
1275,천안티웨딩홀,guest_flow,0.8327,단층 구조로 하객 동선이 편리
1255,인천 부평 그레이스 파티,guest_flow,0.7808,"여유로운 단독홀, 하객 동선 걱정 없음"
1017,영등포 더컨벤션,guest_flow,0.7597,하객 이동 동선이 좋은 편
1263,서울 강남 아르베 웨딩,guest_flow,0.7218,동선이 매우 편리함
1168,문래 규수당,hall_vibe,0.6372,"단독홀, 화이트/핑크 정석 느낌, 동선이 매우 좋음"
1032,강남 상록아트홀,guest_flow,0.6276,하객들이 홀로 쉽게 이동 가능
1272,더 라움 – 마제스틱볼룸,hall_vibe,0.6231,"넓고 탁 트인 공간감, 단독 예식으로 하객들이 번잡하게 섞이지 않음"
1148,왕십리 H스퀘어웨딩,hall_vibe,0.5106,"넓고 편안한 분위기, 하객 친화적인 환경"
1039,수원 파티움하우스,guest_flow,0.5024,하객들이 섞이지 않고 오롯이 손님들만 모일 수 있는 단독홀
1054,강서 루이비스,hall_vibe,0.4927,"밝은 단독홀, 높은 층고, 한쪽에만 통창이 있는 쾌적한 분위기"
1275,천안티웨딩홀,hall_vibe,0.4806,"단층 구조로 편리한 동선, 3개의 아름다운 홀"
1255,인천 부평 그레이스 파티,guest_flow,0.4801,"단독홀, 동선이 간편함"
1193,인천 부평 그레이스파티,guest_flow,0.4192,"단독홀로 하객 혼잡 없음, 넓은 대기 공간"
1238,반포 jw메리어트반포(반리엇),hall_vibe,0.3979,"단독홀 구조로 여유로운 동선, 전체적인 플로럴 연출이 매우 완성도 높음"
1084,부천 라비에벨 웨딩,guest_flow,0.3614,이동 동선이 편리함
1122,에스칼라디움,hall_vibe,0.3455,"단독홀, 편리한 교통, 고급스러운 분위기"
1019,용인시 기흥구 ICT밸리컨벤션,hall_vibe,0.3003,"단독홀, 깔끔하고 넓은 주차장, 편리한 입구"
1090,역삼 GS타워 아모리스홀,guest_flow,0.2987,하객들이 홀 내부로 쉽게 이동 가능
1184,인천 부평 그레이스인천,hall_vibe,0.2306,"밝고 화사한 분위기, 단독홀로 동선이 간결함"
1184,인천 부평 그레이스인천,hall_vibe,0.2306,"밝고 화사한 분위기, 단독홀로 동선이 간결함"
1212,신도림 웨스턴베니비스,hall_vibe,0.2142,"어두운 홀, 적당한 층고, 여유 있는 좌석"
1029,서울역 인근 아벤티움,hall_vibe,0.2020,단독홀로 밝은 조명과 높은 층고가 돋보이는 공간
1084,부천 라비에벨 웨딩,guest_flow,0.1980,단독홀로 하객 동선 간결
1008,삼성 노블발렌티,guest_flow,0.1980,단독홀로 하객 동선 간결
1278,성동구 H스퀘어 웨딩홀(한양대 동문회관),guest_flow,0.1980,단독홀로 하객 동선 간결
1257,논현 더채플앳 라메르홀,guest_flow,0.1828,하객들이 서있을 공간이 많지 않음
1223,중구 루이비스 웨딩홀,hall_vibe,0.1791,"어두운 홀, 위치가 좋음"
1260,이천 빌라드아모르 웨딩홀,hall_vibe,0.1488,"밝고 교회 분위기, 자연광이 잘 들어오는 홀"
1263,서울 강남 아르베 웨딩,hall_vibe,0.1460,"밝고 화사한 하우스웨딩 무드, 꽃으로 장식된 공간"
1089,강남 아르베,hall_vibe,0.1329,"소규모 단독홀, 전체적으로 아늑한 분위기"
1089,강남 아르베,hall_vibe,0.1270,"안락하고 친밀한 느낌의 단독홀, 낮은 층고로 아늑함"
1255,인천 부평 그레이스 파티,guest_flow,0.1230,단독홀로 하객 이동 동선이 간단함
1084,부천 라비에벨 웨딩,hall_vibe,0.1194,"넓고 층고가 높은 단독홀, 답답하지 않고 확 트인 분위기"
1260,이천 빌라드아모르 웨딩홀,guest_flow,0.1107,식장 앞쪽 공간이 좁아 번잡할 수 있음
1251,서울웨딩타워,hall_vibe,0.1104,"높은 층고와 고급스러운 분위기, 단독홀"
1008,삼성 노블발렌티,hall_vibe,0.1098,"단독 홀 사용으로 프라이빗한 분위기, 높은 층고"
1103,영등포 더베르g,hall_vibe,0.1074,"넓은 로비와 단독홀, 고급스러운 분위기"
1265,강남 메종드 아나하,guest_flow,0.0970,"혼주 관련 시설, 하객 공간, 식장, 홀 모두 한층에 위치해 간결함"
1029,서울역 인근 아벤티움,hall_vibe,0.0937,"밝고 포근한 느낌의 단독홀로, 층고가 적당하여 안락함"
1183,대전 루이비스 아모리스홀,hall_vibe,0.0818,낮은 조도로 아늑함을 더한 고급스러운 홀
1002,반포 더컨벤션 단독홀,hall_vibe,0.0766,"단독홀의 장점이 돋보이는 어두운 분위기, 낮은 층고"
1189,다르미앙,hall_vibe,0.0764,"자연 채광이 좋은 밝은 홀, 넓은 공간 활용 가능"
1002,반포 더컨벤션 단독홀,hall_vibe,0.0751,"어두운 단독홀, 층고가 낮아 아늑한 분위기"
1221,부천 라비에벨,hall_vibe,0.0743,아주 넓은 단독홀
1035,잠실 아펠가모,hall_vibe,0.0628,"무난하고 튀지 않는 분위기, 단독홀에 2층 위치"
1009,영등포 더베르G (더베르지),guest_flow,0.0525,"하객 동선 간결, 단독홀로 겹치지 않음"
1249,여의도 더파티움 파티움홀,hall_vibe,0.0525,"밝은 홀, 생화 향기가 느껴지는 쾌적한 분위기"
1050,안양 더파티움,hall_vibe,0.0507,"어두운 편의 홀, 중앙 집중 구조로 신랑신부에게 시선이 향함"
1185,오목교역 로프트가든344,guest_flow,0.0465,단독 홀 사용으로 혼잡 없이 쾌적함
1265,강남 메종드 아나하,hall_vibe,0.0460,"단독홀, 넓은 공간과 개방감, 선큰 보이드로 막힌 느낌 없음"
1180,광명 아이벡스 컨벤션,guest_flow,0.0454,단독홀로 하객 겹치지 않음
1068,공덕 아펠가모(라로브홀),guest_flow,0.0422,홀 2개가 분리되어 있어 하객 동선이 복잡하지 않음
1091,여의도 웨딩여율리,hall_vibe,0.0356,"생화로 가득한 화사한 분위기, 향기 좋은 홀"
1268,더루체웨딩홀,hall_vibe,0.0304,층고가 높고 따뜻한 노랑-우드 느낌
1261,선정릉>더 라움>체임버홀,hall_vibe,0.0296,"고풍스럽고 웅장한 분위기, 층고 9.5m로 높음"
1246,강남 그랜드머큐어 임피리얼팰리스,guest_flow,0.0264,단독 로비 사용으로 하객 동선이 매우 간결
1121,신사 더컨벤션,hall_vibe,0.0254,"어두운 홀, 층고 10m 이상, 좌석 간격 넓음"
1198,대전 루이비스컨벤션 아모리스홀,guest_flow,0.0228,하객동선이 복잡하지 않음
1008,삼성 노블발렌티,hall_vibe,0.0227,"채광이 좋은 밝은 홀, 고급스러운 분위기"
1185,오목교역 로프트가든344,guest_flow,0.0210,단독홀로 하객과의 혼잡 없음
1267,수원 라 뷔포레 (구 호텔리츠),hall_vibe,0.0206,"웨딩홀 전체를 식장으로 쓰는 느낌, 혼잡하지 않음"
1246,강남 그랜드머큐어 임피리얼팰리스,guest_flow,0.0195,단독 로비 사용으로 하객 동선 간결
1020,송파 라비니움,guest_flow,0.0190,웨딩홀 직원이 하객 안내
1028,강서 루이비스 컨벤션,hall_vibe,0.0170,"밝고 넓은 홀, 넓은 로비와 단독홀"
1099,주안 그랜드하우스,guest_flow,0.0156,단독홀로 분리된 동선 덕분에 혼잡하지 않음
1141,수서 빌라드지디 (르씨엘홀),hall_vibe,0.0139,"높은 층고에 채광이 좋은 분위기, 디즈니해리포터 감성"
1258,공덕 아펠가모 라로브홀,hall_vibe,0.0128,"차분하고 클래식한 분위기, 세련된 원목색, 채광이 좋은 홀"
1054,강서 루이비스,hall_vibe,0.0100,"밝은 홀, 층고가 높아 답답함 없음"
1027,선릉 아펠가모,guest_flow,0.0089,단독홀로 하객 섞임 없음
1008,삼성 노블발렌티,hall_vibe,0.0086,분위기 좋은 채플홀과 연회장
1230,크레스트72,guest_flow,0.0076,하객 동선이 일방통행으로 매우 효율적
1262,지하철역 근처 웨딩여율리,guest_flow,0.0067,하객이 많을 경우 번잡할 수 있음
1193,인천 부평 그레이스파티,hall_vibe,0.0059,"어두운 홀, 화려한 조명과 샹들리에, 깔끔하고 단아한 느낌의 생화 장식"
1258,공덕 아펠가모 라로브홀,guest_flow,0.0042,"복잡하지 않음, 하객과의 동선이 섞일 가능성 있음"
1264,여율리,hall_vibe,0.0038,"꽃냄새가 나는 홀, 천장이 낮지만 답답하지 않음"
1121,신사 더컨벤션,guest_flow,0.0031,"200명 수용 가능, 간격 넓음"
1267,수원 라 뷔포레 (구 호텔리츠),guest_flow,0.0030,인사하러 다닐 때 다른 하객이 없을 것 같음
1280,드레스가든,guest_flow,0.0019,동선이 직관적이어서 하객들이 혼란 없이 이동 가능
1262,지하철역 근처 웨딩여율리,hall_vibe,0.0010,"작은 편이지만 조명이 예뻐서 사진이 잘 나옴, 생화장식으로 향기가 좋음"
1250,가양 루이비스,hall_vibe,0.0002,"층고 8m, 꽃이 많은 홀, 생화 8 : 조화 2 비율"
1261,선정릉>더 라움>체임버홀,guest_flow,0.0002,
1264,여율리,guest_flow,0.0002,
1259,신라호텔 다이너스티,guest_flow,0.0002,
1175,라뷔포레,guest_flow,0.0002,
1266,파티움하우스,guest_flow,0.0002,
1042,인천 엘마리노,guest_flow,0.0002,
1015,부천 소풍컨벤션,guest_flow,0.0002,
1008,삼성 노블발렌티,guest_flow,0.0002,
1042,인천 엘마리노,hall_vibe,0.0002,
1175,라뷔포레,hall_vibe,0.0002,
1266,파티움하우스,hall_vibe,0.0002,
1050,안양 더파티움,guest_flow,0.0001,간결함
